＊ 指数先物、国債先物、指数オプション、国債先物オプション、有価証券オプション、商品先物、商品先物オプション順で、商品ごとに限月順で表示しております。,,,,,,,,,,,
＊ 前取引日に取引最終日を迎えた銘柄につきましては掲載されておりません。,,,,,,,,,,,
銘柄コード,銘柄名称,PUT/CAL,限月,権利行使価格,清算価格,理論価格,原資産価格,ボラティリティ,金利,残日数,原資産名称
161060018,FUT_225_260611,,202606,,51160,51159,51063.72,,0.9358,73,日経225
161090018,FUT_225_260910,,202609,,51240,51296,51063.72,,1.3479,164,日経225
161120018,FUT_225_261210,,202612,,51080,51162,51063.72,,1.3309,255,日経225
162030018,FUT_225_270311,,202703,,51220,51247,51063.72,,1.3309,346,日経225
162060018,FUT_225_270610,,202706,,51050,51076,51063.72,,1.3309,437,日経225
162090018,FUT_225_270909,,202709,,51210,51169,51063.72,,1.3309,528,日経225
162120018,FUT_225_271209,,202712,,51120,51041,51063.72,,1.3309,619,日経225
163060018,FUT_225_280608,,202806,,51200,50960,51063.72,,1.3309,801,日経225
163120018,FUT_225_281207,,202812,,51330,50929,51063.72,,1.3309,983,日経225
164060018,FUT_225_290607,,202906,,51450,50851,51063.72,,1.3309,1165,日経225
164120018,FUT_225_291213,,202912,,51640,50838,51063.72,,1.3309,1354,日経225
165060018,FUT_225_300613,,203006,,51780,50764,51063.72,,1.3309,1536,日経225
165120018,FUT_225_301212,,203012,,51960,50741,51063.72,,1.3309,1718,日経225
166060018,FUT_225_310612,,203106,,52140,50672,51063.72,,1.3309,1900,日経225
166120018,FUT_225_311211,,203112,,52360,50652,51063.72,,1.3309,2082,日経225
167060018,FUT_225_320610,,203206,,52550,50587,51063.72,,1.3309,2264,日経225
167120018,FUT_225_321209,,203212,,52780,50571,51063.72,,1.3309,2446,日経225
168060018,FUT_225_330609,,203306,,53010,50510,51063.72,,1.3309,2628,日経225
168120018,FUT_225_331208,,203312,,52790,50497,51063.72,,1.3309,2810,日経225
161040019,FUT_225M_260409,,202604,,51075,51074,51063.72,,0.7502,10,日経225
161050019,FUT_225M_260507,,202605,,51115,51113,51063.72,,0.9358,38,日経225
161060019,FUT_225M_260611,,202606,,51160,51159,51063.72,,0.9358,73,日経225
161070019,FUT_225M_260709,,202607,,51200,51200,51063.72,,1.2827,101,日経225
161090019,FUT_225M_260910,,202609,,51240,51296,51063.72,,1.3479,164,日経225
161120019,FUT_225M_261210,,202612,,51080,51162,51063.72,,1.3309,255,日経225
162030019,FUT_225M_270311,,202703,,51220,51247,51063.72,,1.3309,346,日経225
162060019,FUT_225M_270610,,202706,,51050,51076,51063.72,,1.3309,437,日経225
162090019,FUT_225M_270909,,202709,,51210,51169,51063.72,,1.3309,528,日経225
162120019,FUT_225M_271209,,202712,,51120,51041,51063.72,,1.3309,619,日経225
163060019,FUT_225M_280608,,202806,,51200,50960,51063.72,,1.3309,801,日経225
163120019,FUT_225M_281207,,202812,,51330,50929,51063.72,,1.3309,983,日経225
164060019,FUT_225M_290607,,202906,,51450,50851,51063.72,,1.3309,1165,日経225
164120019,FUT_225M_291213,,202912,,51640,50838,51063.72,,1.3309,1354,日経225
165060019,FUT_225M_300613,,203006,,51780,50764,51063.72,,1.3309,1536,日経225
165120019,FUT_225M_301212,,203012,,51960,50741,51063.72,,1.3309,1718,日経225
161040023,FUT_225MC_260409,,202604,,51075,51074,51063.72,,0.7502,10,日経225
161050023,FUT_225MC_260507,,202605,,51115,51113,51063.72,,0.9358,38,日経225
161060023,FUT_225MC_260611,,202606,,51160,51159,51063.72,,0.9358,73,日経225
161090023,FUT_225MC_260910,,202609,,51240,51296,51063.72,,1.3479,164,日経225
161060005,FUT_TPX_260611,,202606,,3504,3504.2,3497.86,,0.9358,73,TOPIX
161090005,FUT_TPX_260910,,202609,,3510,3514.1,3497.86,,1.3479,164,TOPIX
161120005,FUT_TPX_261210,,202612,,3495.5,3495.5,3497.86,,1.3309,255,TOPIX
162030005,FUT_TPX_270311,,202703,,3502,3501.8,3497.86,,1.3309,346,TOPIX
162060005,FUT_TPX_270610,,202706,,3479,3479.1,3497.86,,1.3309,437,TOPIX
162090005,FUT_TPX_270909,,202709,,3486,3486,3497.86,,1.3309,528,TOPIX
162120005,FUT_TPX_271209,,202712,,3468,3468.1,3497.86,,1.3309,619,TOPIX
163060005,FUT_TPX_280608,,202806,,3452,3452.2,3497.86,,1.3309,801,TOPIX
163120005,FUT_TPX_281207,,202812,,3441.5,3441.6,3497.86,,1.3309,983,TOPIX
164060005,FUT_TPX_290607,,202906,,3426,3426.2,3497.86,,1.3309,1165,TOPIX
164120005,FUT_TPX_291213,,202912,,3417,3416.9,3497.86,,1.3309,1354,TOPIX
165060005,FUT_TPX_300613,,203006,,3402,3402,3497.86,,1.3309,1536,TOPIX
165120005,FUT_TPX_301212,,203012,,3392,3392.2,3497.86,,1.3309,1718,TOPIX
161060006,FUT_TPXM_260611,,202606,,3504,3504.22,3497.86,,0.9358,73,TOPIX
161090006,FUT_TPXM_260910,,202609,,3510,3514.09,3497.86,,1.3479,164,TOPIX
161120006,FUT_TPXM_261210,,202612,,3495.5,3495.53,3497.86,,1.3309,255,TOPIX
161060022,FUT_400_260611,,202606,,31760,31761,31702.08,,0.9358,73,JPX日経400
161090022,FUT_400_260910,,202609,,31845,31845,31702.08,,1.3479,164,JPX日経400
161120022,FUT_400_261210,,202612,,31680,31682,31702.08,,1.3309,255,JPX日経400
162030022,FUT_400_270311,,202703,,31735,31734,31702.08,,1.3309,346,JPX日経400
162060022,FUT_400_270610,,202706,,31550,31550,31702.08,,1.3309,437,JPX日経400
161060012,FUT_JP150_260611,,202606,,1462.5,1462.4,1459.72,,0.9358,73,JPXプライム150指数
161090012,FUT_JP150_260910,,202609,,1466.5,1466.5,1459.72,,1.3479,164,JPXプライム150指数
161120012,FUT_JP150_261210,,202612,,1458.5,1458.7,1459.72,,1.3309,255,JPXプライム150指数
162030012,FUT_JP150_270311,,202703,,1461.5,1461.3,1459.72,,1.3309,346,JPXプライム150指数
162060012,FUT_JP150_270610,,202706,,1452,1451.9,1459.72,,1.3309,437,JPXプライム150指数
161060063,FUT_C30_260611,,202606,,1788,1788.1,1784.72,,0.9358,73,TOPIX Core30
161090063,FUT_C30_260910,,202609,,1794.5,1794.5,1784.72,,1.3479,164,TOPIX Core30
161120063,FUT_C30_261210,,202612,,1784.5,1784.3,1784.72,,1.3309,255,TOPIX Core30
161060065,FUT_SJESG_260611,,202606,,4006.5,4006.5,3999.21,,0.9358,73,S&P/JPX 500ESGスコア・ティルト指数
161090065,FUT_SJESG_260910,,202609,,4018,4017.8,3999.21,,1.3479,164,S&P/JPX 500ESGスコア・ティルト指数
161120065,FUT_SJESG_261210,,202612,,3996.5,3996.6,3999.21,,1.3309,255,S&P/JPX 500ESGスコア・ティルト指数
161060066,FUT_FJNZR_260611,,202606,,2294.5,2294.4,2290.25,,0.9358,73,FTSE JPXネットゼロ・ジャパン500指数
161090066,FUT_FJNZR_260910,,202609,,2301,2300.9,2290.25,,1.3479,164,FTSE JPXネットゼロ・ジャパン500指数
161120066,FUT_FJNZR_261210,,202612,,2288.5,2288.7,2290.25,,1.3309,255,FTSE JPXネットゼロ・ジャパン500指数
161060067,FUT_NKC15_260611,,202606,,51030,51031,50935.81,,0.9358,73,日経平均気候変動指数
161090067,FUT_NKC15_260910,,202609,,51170,51168,50935.81,,1.3479,164,日経平均気候変動指数
161120067,FUT_NKC15_261210,,202612,,51030,51034,50935.81,,1.3309,255,日経平均気候変動指数
161060032,FUT_BANK_260611,,202606,,549.5,549.5,548.43,,0.9358,73,東証銀行
161090032,FUT_BANK_260910,,202609,,551.7,551.7,548.43,,1.3479,164,東証銀行
161120032,FUT_BANK_261210,,202612,,546.8,546.8,548.43,,1.3309,255,東証銀行
161060069,FUT_REIT_260611,,202606,,1840.5,1840.3,1848.45,,0.9358,73,東証REIT
161090069,FUT_REIT_260910,,202609,,1819.5,1819.7,1848.45,,1.3479,164,東証REIT
161120069,FUT_REIT_261210,,202612,,1812,1812,1848.45,,1.3309,255,東証REIT
161060073,FUT_DJIA_260618,,202606,,45880,,45216.14,,,80,NYダウ
161090073,FUT_DJIA_260918,,202609,,46155,,45216.14,,,177,NYダウ
161120073,FUT_DJIA_261218,,202612,,46694,,45216.14,,,265,NYダウ
162030073,FUT_DJIA_270319,,202703,,50000,,45216.14,,,357,NYダウ
161060076,FUT_RNP_260611,,202606,,1703,1703.1,1700,,0.9358,73,RNP
161090076,FUT_RNP_260910,,202609,,1708,1707.9,1700,,1.3479,164,RNP
161120076,FUT_RNP_261210,,202612,,1699,1698.9,1700,,1.3309,255,RNP
162030076,FUT_RNP_270311,,202703,,1702,1701.9,1700,,1.3309,346,RNP
162060076,FUT_RNP_270610,,202706,,1691,1690.9,1700,,1.3309,437,RNP
160120017,FUT_NKDV_260331,,202512,,804,,,,,1,日経平均配当
161120017,FUT_NKDV_270331,,202612,,893,,,,,366,日経平均配当
162120017,FUT_NKDV_280331,,202712,,927.2,,,,,734,日経平均配当
163120017,FUT_NKDV_290330,,202812,,943.2,,,,,1098,日経平均配当
164120017,FUT_NKDV_300329,,202912,,948.7,,,,,1462,日経平均配当
165120017,FUT_NKDV_310331,,203012,,847.9,,,,,1827,日経平均配当
166120017,FUT_NKDV_320331,,203112,,847.9,,,,,2193,日経平均配当
167120017,FUT_NKDV_330331,,203212,,847.9,,,,,2558,日経平均配当
168120017,FUT_NKDV_340331,,203312,,847.9,,,,,2925,日経平均配当
161060001,FUT_JBL_260615,,202606,,130.31,,,,,83,長期国債
161090001,FUT_JBL_260914,,202609,,129.11,,,,,177,長期国債
161120001,FUT_JBL_261214,,202612,,128.62,,,,,265,長期国債
161060007,FUT_JBLM_260612,,202606,,130.31,,,,,76,長期国債
161090007,FUT_JBLM_260911,,202609,,129.11,,,,,167,長期国債
161120007,FUT_JBLM_261211,,202612,,128.62,,,,,258,長期国債
161060004,FUT_JBM_260615,,202606,,104.91,,,,,83,中期国債
161090004,FUT_JBM_260914,,202609,,104.51,,,,,177,中期国債
161120004,FUT_JBM_261214,,202612,,104.12,,,,,265,中期国債
161060002,FUT_JBS_260615,,202606,,95.72,,,,,83,超長期国債
161090002,FUT_JBS_260914,,202609,,95.16,,,,,177,超長期国債
161120002,FUT_JBS_261214,,202612,,95.16,,,,,265,超長期国債
