＊ 指数先物、国債先物、指数オプション、国債先物オプション、有価証券オプション、商品先物、商品先物オプション順で、商品ごとに限月順で表示しております。,,,,,,,,,,,
＊ 前取引日に取引最終日を迎えた銘柄につきましては掲載されておりません。,,,,,,,,,,,
銘柄コード,銘柄名称,PUT/CAL,限月,権利行使価格,清算価格,理論価格,原資産価格,ボラティリティ,金利,残日数,原資産名称
161060018,FUT_225_260611,,202606,,59420,59574,59513.12,,0.8944,42,日経225
161090018,FUT_225_260910,,202609,,59510,59724,59513.12,,1.3609,133,日経225
161120018,FUT_225_261210,,202612,,59350,59603,59513.12,,1.3309,224,日経225
162030018,FUT_225_270311,,202703,,59500,59709,59513.12,,1.3309,315,日経225
162060018,FUT_225_270610,,202706,,59360,59551,59513.12,,1.3309,406,日経225
162090018,FUT_225_270909,,202709,,59550,59665,59513.12,,1.3309,497,日経225
162120018,FUT_225_271209,,202712,,59470,59553,59513.12,,1.3309,588,日経225
163060018,FUT_225_280608,,202806,,59610,59506,59513.12,,1.3309,770,日経225
163120018,FUT_225_281207,,202812,,59820,59512,59513.12,,1.3309,952,日経225
164060018,FUT_225_290607,,202906,,60030,59469,59513.12,,1.3309,1134,日経225
164120018,FUT_225_291213,,202912,,60340,59494,59513.12,,1.3309,1323,日経225
165060018,FUT_225_300613,,203006,,60630,59455,59513.12,,1.3309,1505,日経225
165120018,FUT_225_301212,,203012,,60970,59468,59513.12,,1.3309,1687,日経225
166060018,FUT_225_310612,,203106,,61300,59433,59513.12,,1.3309,1869,日経225
166120018,FUT_225_311211,,203112,,61670,59450,59513.12,,1.3309,2051,日経225
167060018,FUT_225_320610,,203206,,62000,59419,59513.12,,1.3309,2233,日経225
167120018,FUT_225_321209,,203212,,62390,59440,59513.12,,1.3309,2415,日経225
168060018,FUT_225_330609,,203306,,62780,59413,59513.12,,1.3309,2597,日経225
168120018,FUT_225_331208,,203312,,63210,59436,59513.12,,1.3309,2779,日経225
161050019,FUT_225M_260507,,202605,,59370,59521,59513.12,,0.7186,7,日経225
161060019,FUT_225M_260611,,202606,,59420,59574,59513.12,,0.8944,42,日経225
161070019,FUT_225M_260709,,202607,,59440,59568,59513.12,,0.8944,70,日経225
161080019,FUT_225M_260813,,202608,,59520,59677,59513.12,,1.2418,105,日経225
161090019,FUT_225M_260910,,202609,,59510,59724,59513.12,,1.3609,133,日経225
161120019,FUT_225M_261210,,202612,,59350,59603,59513.12,,1.3309,224,日経225
162030019,FUT_225M_270311,,202703,,59500,59709,59513.12,,1.3309,315,日経225
162060019,FUT_225M_270610,,202706,,59360,59551,59513.12,,1.3309,406,日経225
162090019,FUT_225M_270909,,202709,,59550,59665,59513.12,,1.3309,497,日経225
162120019,FUT_225M_271209,,202712,,59470,59553,59513.12,,1.3309,588,日経225
163060019,FUT_225M_280608,,202806,,59610,59506,59513.12,,1.3309,770,日経225
163120019,FUT_225M_281207,,202812,,59820,59512,59513.12,,1.3309,952,日経225
164060019,FUT_225M_290607,,202906,,60030,59469,59513.12,,1.3309,1134,日経225
164120019,FUT_225M_291213,,202912,,60340,59494,59513.12,,1.3309,1323,日経225
165060019,FUT_225M_300613,,203006,,60630,59455,59513.12,,1.3309,1505,日経225
