＊ 指数先物、国債先物、指数オプション、国債先物オプション、有価証券オプション、商品先物、商品先物オプション順で、商品ごとに限月順で表示しております。,,,,,,,,,,,
＊ 前取引日に取引最終日を迎えた銘柄につきましては掲載されておりません。,,,,,,,,,,,
銘柄コード,銘柄名称,PUT/CAL,限月,権利行使価格,清算価格,理論価格,原資産価格,ボラティリティ,金利,残日数,原資産名称
161090018,FUT_225_260910,,202609,,70010,69846,69737.69,,1.1426,67,日経225
161120018,FUT_225_261210,,202612,,69890,69815,69737.69,,1.5259,158,日経225
162030018,FUT_225_270311,,202703,,70130,69921,69737.69,,1.3859,249,日経225
162060018,FUT_225_270610,,202706,,69960,69788,69737.69,,1.3859,340,日経225
162090018,FUT_225_270909,,202709,,70180,69946,69737.69,,1.3859,431,日経225
162120018,FUT_225_271209,,202712,,70070,69844,69737.69,,1.3859,522,日経225
163060018,FUT_225_280608,,202806,,70220,69865,69737.69,,1.3859,704,日経225
163120018,FUT_225_281207,,202812,,70470,69926,69737.69,,1.3859,886,日経225
164060018,FUT_225_290607,,202906,,70770,69952,69737.69,,1.3859,1068,日経225
164120018,FUT_225_291213,,202912,,71180,70037,69737.69,,1.3859,1257,日経225
165060018,FUT_225_300613,,203006,,71610,70068,69737.69,,1.3859,1439,日経225
165120018,FUT_225_301212,,203012,,72200,70139,69737.69,,1.3859,1621,日経225
166060018,FUT_225_310612,,203106,,72570,70176,69737.69,,1.3859,1803,日経225
166120018,FUT_225_311211,,203112,,73090,70252,69737.69,,1.3859,1985,日経225
167060018,FUT_225_320610,,203206,,73640,70293,69737.69,,1.3859,2167,日経225
167120018,FUT_225_321209,,203212,,74410,70374,69737.69,,1.3859,2349,日経225
168060018,FUT_225_330609,,203306,,75180,70420,69737.69,,1.3859,2531,日経225
168120018,FUT_225_331208,,203312,,75950,70506,69737.69,,1.3859,2713,日経225
169060018,FUT_225_340608,,203406,,76720,70558,69737.69,,1.3859,2895,日経225
161070019,FUT_225M_260709,,202607,,69885,69745,69737.69,,0.9022,4,日経225
161080019,FUT_225M_260813,,202608,,69950,69820,69737.69,,1.1426,39,日経225
161090019,FUT_225M_260910,,202609,,70010,69846,69737.69,,1.1426,67,日経225
161100019,FUT_225M_261008,,202610,,69670,69610,69737.69,,1.412,95,日経225
161120019,FUT_225M_261210,,202612,,69890,69815,69737.69,,1.5259,158,日経225
162030019,FUT_225M_270311,,202703,,70130,69921,69737.69,,1.3859,249,日経225
162060019,FUT_225M_270610,,202706,,69960,69788,69737.69,,1.3859,340,日経225
162090019,FUT_225M_270909,,202709,,70180,69946,69737.69,,1.3859,431,日経225
162120019,FUT_225M_271209,,202712,,70070,69844,69737.69,,1.3859,522,日経225
163060019,FUT_225M_280608,,202806,,70220,69865,69737.69,,1.3859,704,日経225
163120019,FUT_225M_281207,,202812,,70470,69926,69737.69,,1.3859,886,日経225
164060019,FUT_225M_290607,,202906,,70770,69952,69737.69,,1.3859,1068,日経225
164120019,FUT_225M_291213,,202912,,71180,70037,69737.69,,1.3859,1257,日経225
165060019,FUT_225M_300613,,203006,,71610,70068,69737.69,,1.3859,1439,日経225
165120019,FUT_225M_301212,,203012,,72200,70139,69737.69,,1.3859,1621,日経225
166060019,FUT_225M_310612,,203106,,72570,70176,69737.69,,1.3859,1803,日経225
161070023,FUT_225MC_260709,,202607,,69885,69745,69737.69,,0.9022,4,日経225
161080023,FUT_225MC_260813,,202608,,69950,69820,69737.69,,1.1426,39,日経225
161090023,FUT_225MC_260910,,202609,,70010,69846,69737.69,,1.1426,67,日経225
161120023,FUT_225MC_261210,,202612,,69890,69815,69737.69,,1.5259,158,日経225
161090005,FUT_TPX_260910,,202609,,4115.5,4109.4,4101.96,,1.1426,67,TOPIX
161120005,FUT_TPX_261210,,202612,,4098.5,4092.3,4101.96,,1.5259,158,TOPIX
162030005,FUT_TPX_270311,,202703,,4104.5,4098.4,4101.96,,1.3859,249,TOPIX
162060005,FUT_TPX_270610,,202706,,4080.5,4074.2,4101.96,,1.3859,340,TOPIX
162090005,FUT_TPX_270909,,202709,,4089.5,4083.3,4101.96,,1.3859,431,TOPIX
162120005,FUT_TPX_271209,,202712,,4068.5,4062.5,4101.96,,1.3859,522,TOPIX
163060005,FUT_TPX_280608,,202806,,4053.5,4047.4,4101.96,,1.3859,704,TOPIX
163120005,FUT_TPX_281207,,202812,,4042.5,4036.3,4101.96,,1.3859,886,TOPIX
164060005,FUT_TPX_290607,,202906,,4028,4021.8,4101.96,,1.3859,1068,TOPIX
164120005,FUT_TPX_291213,,202912,,4018,4012.2,4101.96,,1.3859,1257,TOPIX
165060005,FUT_TPX_300613,,203006,,4004,3998.3,4101.96,,1.3859,1439,TOPIX
165120005,FUT_TPX_301212,,203012,,3994,3988.1,4101.96,,1.3859,1621,TOPIX
166060005,FUT_TPX_310612,,203106,,3980.5,3974.7,4101.96,,1.3859,1803,TOPIX
161090006,FUT_TPXM_260910,,202609,,4115.5,4109.39,4101.96,,1.1426,67,TOPIX
161120006,FUT_TPXM_261210,,202612,,4098.5,4092.34,4101.96,,1.5259,158,TOPIX
162030006,FUT_TPXM_270311,,202703,,4104.5,4098.39,4101.96,,1.3859,249,TOPIX
161090022,FUT_400_260910,,202609,,37305,37247,37179.76,,1.1426,67,JPX日経400
161120022,FUT_400_261210,,202612,,37160,37104,37179.76,,1.5259,158,JPX日経400
162030022,FUT_400_270311,,202703,,37210,37153,37179.76,,1.3859,249,JPX日経400
162060022,FUT_400_270610,,202706,,37015,36958,37179.76,,1.3859,340,JPX日経400
162090022,FUT_400_270909,,202709,,37090,37035,37179.76,,1.3859,431,JPX日経400
161090012,FUT_JP150_260910,,202609,,1714.5,1714.5,1711.36,,1.1426,67,JPXプライム150指数
161120012,FUT_JP150_261210,,202612,,1707.5,1707.3,1711.36,,1.5259,158,JPXプライム150指数
162030012,FUT_JP150_270311,,202703,,1710,1709.9,1711.36,,1.3859,249,JPXプライム150指数
