time,open,high,low,close
1967-01-02,119.89,119.89,119.89,119.89
1967-02-01,119.81,119.81,119.81,119.81
1967-03-01,119.79,119.79,119.79,119.79
1967-04-03,119.72,119.72,119.72,119.72
1967-05-01,119.64,119.64,119.64,119.64
1967-06-01,119.63,119.63,119.63,119.63
1967-07-03,119.7,119.7,119.7,119.7
1967-08-01,119.75,119.75,119.75,119.75
1967-09-01,119.74,119.74,119.74,119.74
1967-10-02,119.73,119.73,119.73,119.73
1967-11-01,120.27,120.27,120.27,120.27
1967-12-01,121.79,121.79,121.79,121.79
1968-01-01,122.07,122.07,122.07,122.07
1968-02-01,122.08,122.08,122.08,122.08
1968-03-01,122,122,122,122
1968-04-01,122.01,122.01,122.01,122.01
1968-05-01,122.04,122.04,122.04,122.04
1968-06-03,122.22,122.22,122.22,122.22
1968-07-01,122.18,122.18,122.18,122.18
1968-08-01,122.18,122.18,122.18,122.18
1968-09-02,121.98,121.98,121.98,121.98
1968-10-01,122.03,122.03,122.03,122.03
1968-11-01,121.95,121.95,121.95,121.95
1968-12-02,121.96,121.96,121.96,121.96
1969-01-01,122.08,122.08,122.08,122.08
1969-02-03,122.19,122.19,122.19,122.19
1969-03-03,122.29,122.29,122.29,122.29
1969-04-01,122.26,122.26,122.26,122.26
1969-05-01,122.24,122.24,122.24,122.24
1969-06-02,122.34,122.34,122.34,122.34
1969-07-01,122.36,122.36,122.36,122.36
1969-08-01,123.46,123.46,123.46,123.46
1969-09-01,123.82,123.82,123.82,123.82
1969-10-01,122.18,122.18,122.18,122.18
1969-11-03,121.77,121.77,121.77,121.77
1969-12-01,121.74,121.74,121.74,121.74
1970-01-01,121.75,121.75,121.75,121.75
1970-02-02,121.72,121.72,121.72,121.72
1970-03-02,121.6,121.6,121.6,121.6
1970-04-01,121.36,121.36,121.36,121.36
1970-05-01,121.32,121.32,121.32,121.32
1970-06-01,120.98,120.98,120.98,120.98
1970-07-01,120.9,120.9,120.9,120.9
1970-08-03,120.7,120.7,120.7,120.7
1970-09-01,120.62,120.62,120.62,120.62
1970-10-01,120.64,120.64,120.64,120.64
1970-11-02,120.55,120.55,120.55,120.55
1970-12-01,120.64,120.64,120.64,120.64
1971-01-01,120.53,120.55,120.24,120.24
1971-02-01,120.26,120.29,120.12,120.26
1971-03-01,120.25,120.25,120.13,120.17
1971-04-01,120.18,120.31,120.16,120.19
1971-05-03,120.17,120.17,118.91,119.43
1971-06-01,119.69,119.69,119.16,119.16
1971-07-01,119.17,119.21,118.76,118.76
1971-08-02,118.79,118.81,116.47,116.47
1971-09-01,116.58,116.58,114.93,114.93
1971-10-01,114.81,114.88,114.53,114.65
1971-11-01,114.63,114.68,113.93,114.01
1971-12-01,113.86,113.86,111.16,111.21
1972-01-03,111.19,111.27,109.6,109.6
1972-02-01,109.43,109.43,108.56,108.68
1972-03-01,108.65,109.19,107.76,108.4
1972-04-03,108.4,108.85,108.27,108.62
1972-05-01,108.58,108.58,108.17,108.17
1972-06-01,108.12,108.77,107.97,108.51
1972-07-03,108.61,108.79,108.46,108.76
1972-08-01,108.77,109.03,108.76,108.96
1972-09-01,108.98,109.39,108.91,109.39
1972-10-02,109.51,109.98,109.22,109.9
1972-11-01,109.75,109.93,109.73,109.85
1972-12-01,109.87,110.2,109.87,110.14
1973-01-01,110.2,110.31,109,109.01
1973-02-01,108.79,109.05,100.13,100.13
1973-03-01,99.69,101.17,98.72,101.17
1973-04-02,101.46,101.69,100.97,101.43
1973-05-01,101.4,101.49,98,98
1973-06-01,97.56,97.63,93.88,93.88
1973-07-02,93.42,94.22,90.54,92.91
1973-08-01,92.87,96.42,92.87,95.77
1973-09-03,95.78,95.78,94.3,94.79
1973-10-01,94.74,95.19,93.78,95.06
1973-11-01,95.3,100.9,95.3,100.35
1973-12-03,100.59,102.4,100.59,102.39
1974-01-01,103.66,109.5,103.66,105.9
1974-02-01,106.21,106.21,102.19,103.03
1974-03-01,103.69,103.74,99.06,99.51
1974-04-01,99.92,100.9,98.22,98.49
1974-05-01,98.48,100.1,96.86,99.77
1974-06-03,99.56,101.16,99.08,100.16
1974-07-01,100.43,100.68,98.96,100.54
1974-08-01,100.62,103.18,100.62,103.18
1974-09-02,103.16,103.44,102.46,102.48
1974-10-01,102.2,102.35,101.16,101.26
1974-11-01,101.08,101.39,99.14,99.57
1974-12-02,99.99,99.99,97.29,97.29
1975-01-01,97.71,97.71,94.43,95.61
1975-02-03,95.88,96.41,92.93,93
1975-03-03,92.82,94.87,92.82,94.82
1975-04-01,94.45,95.9,94.45,95.39
1975-05-01,95.36,95.44,94.24,94.63
1975-06-02,94.53,95.86,94.36,95.86
1975-07-01,96.07,101.25,96.07,101.25
1975-08-01,101.3,101.98,100.92,101.79
1975-09-01,101.89,104.81,101.69,104.24
1975-10-01,103.46,103.95,101.61,101.61
1975-11-03,101.59,103.53,101.59,103.53
1975-12-01,103.37,103.92,103.17,103.51
1976-01-01,103.49,103.88,102.91,103.88
1976-02-02,103.52,103.81,102.95,103.66
1976-03-01,104.01,106.02,104.01,105.34
1976-04-01,105.37,106.57,105.37,106.23
1976-05-03,106.29,107.29,105.61,107.29
1976-06-01,107.39,107.6,106.64,106.64
1976-07-01,106.59,107.21,106.53,106.56
1976-08-02,106.39,106.88,106,106.13
1976-09-01,105.94,106.01,105.37,105.5
1976-10-01,105.82,106.31,105.25,105.94
1976-11-01,106.1,106.19,105.56,106.19
1976-12-01,106.23,106.23,104.52,104.56
1977-01-03,104.17,106.01,104.09,105.54
1977-02-01,105.7,105.79,105.08,105.26
1977-03-01,105.28,105.5,104.88,105.03
1977-04-01,104.93,105.04,104.39,104.39
1977-05-02,104.41,104.76,104.22,104.52
1977-06-01,104.51,104.55,103.82,103.84
1977-07-01,103.8,103.8,101.78,102.86
1977-08-01,102.97,103.83,102.66,103.64
1977-09-01,103.69,103.99,103.21,103.21
1977-10-03,102.69,102.91,100.96,100.96
1977-11-01,100.42,101.46,100,100.37
1977-12-01,100.15,100.15,96.44,96.44
1978-01-02,95.21,97.87,94.99,96.64
1978-02-01,96.81,97.1,94.57,94.6
1978-03-01,94.56,96.1,93.84,93.84
1978-04-03,93.4,96.19,93.4,95.62
1978-05-01,95.58,97.11,95.39,95.46
1978-06-01,95.45,95.58,93.53,93.53
1978-07-03,93.17,93.23,90.94,90.94
1978-08-01,90.9,91.13,88,90
1978-09-01,89.73,90.54,88.67,88.83
1978-10-02,88.88,88.88,82.07,83.07
1978-11-01,86.68,90.22,86.68,90.22
1978-12-01,90.63,90.63,86.5,86.5
1979-01-01,86.52,88.86,86.52,88.86
1979-02-01,89.24,89.25,87.35,88.18
1979-03-01,88.28,88.59,88.09,88.53
1979-04-02,88.98,89.98,88.98,89.98
1979-05-01,90.11,91.02,89.55,90.53
1979-06-01,90.82,90.82,87.71,87.85
1979-07-02,87.89,87.89,86.02,87.31
1979-08-01,86.97,87.46,86.91,87.19
1979-09-03,87.26,87.47,85.45,85.45
1979-10-01,85.43,89.12,85.43,88.95
1979-11-01,88.79,89.02,86.79,86.79
1979-12-03,85.98,87.05,85.51000214,85.81999969
1980-01-01,85.31999969,86.13999939,84.79000092,86.13999939
1980-02-01,86.12999725,87.65000153,85.62000275,87.65000153
1980-03-03,87.84999847,93.58000183,87.84999847,93.58000183
1980-04-01,94.22000122,94.87999725,88.01000214,88.11000061
1980-05-01,88.22000122,88.90000153,85.15000153,85.93000031
1980-06-02,86.08999634,86.08999634,84.75,85.19999695
1980-07-01,85.09999847,86.08000183,84.12000275,86.08000183
1980-08-01,86.48999786,86.86000061,85.44999695,85.84999847
1980-09-01,85.19000244,86.29000092,85.08000183,86.01999664
1980-10-01,85.75,88.37999725,85.43000031,88.37999725
1980-11-03,88.63999939,90.12000275,88.43000031,90.01000214
1980-12-01,90.55000305,92.66000366,89.86000061,90.38999939
1981-01-01,90.51000214,95.23999786,88.94999695,95.23999786
1981-02-02,94.81999969,98.18000031,94.58999634,97.05999756
1981-03-02,97.94999695,97.94999695,94.23999786,96.76000214
1981-04-01,96.27999878,100.44999695,96.27999878,100.44999695
1981-05-01,100.27999878,105.36000061,100.27999878,104.94999695
1981-06-01,104.98999786,108.47000122,104.98999786,107.70999908
1981-07-01,108.51999664,111.72000122,108.51999664,111.72000122
1981-08-03,114.02999878,114.87999725,110.01000214,110.27999878
1981-09-01,110.76000214,110.76000214,103.83999634,107.73000336
1981-10-01,107.56999969,108.65000153,103.86000061,106.12999725
1981-11-02,104.98999786,105.34999847,103.18000031,103.18000031
1981-12-01,103.65000153,106.45999908,103.37000275,104.69000244
1982-01-01,104.62000275,108.77999878,104.62000275,108.02999878
1982-02-01,109.31999969,111.93000031,109.13999939,111.93000031
1982-03-01,111.95999908,114.73000336,110.27999878,114.73000336
1982-04-01,114.16000366,115.36000061,111.59999847,111.59999847
1982-05-03,111.51000214,112.79000092,109.69999695,112.79000092
1982-06-01,113.70999908,120.47000122,113.25,119.04000092
1982-07-01,119.33000183,121.05999756,116.12000275,119.05000305
1982-08-02,117.80000305,121.41000366,116.94999695,120.29000092
1982-09-01,120.02999878,122.76000214,118.77999878,122.19999695
1982-10-01,122.13999939,124.77999878,121.23000336,124.77999878
1982-11-01,124.36000061,126.01999664,121,121
1982-12-01,121.02999878,121.44999695,117.05000305,117.36000061
1983-01-03,116.97000122,121.12000275,115.43000031,121.12000275
1983-02-01,120.98999786,122.27999878,118.01999664,120.34999847
1983-03-01,120.79000092,122.65000153,118.97000122,122.20999908
1983-04-01,122.26999664,122.43000031,121.13999939,122.38999939
1983-05-02,122.04000092,123.79000092,120.90000153,123.79000092
1983-06-01,124.68000031,126.20999908,124.25,124.94000244
1983-07-01,124.98000336,128.44000244,124.98000336,128.44000244
1983-08-01,129.67999268,131.94000244,128.08999634,130.83999634
1983-09-01,130.74000549,130.77000427,128.3500061,128.3500061
1983-10-03,128.1499939,128.44000244,126.20999908,128.3999939
1983-11-01,129.22999573,131.36000061,128.8999939,130.63999939
1983-12-01,130.77999878,134.05000305,130.77999878,131.78999329
1984-01-02,133.19000244,136.1499939,133.19000244,135.50999451
1984-02-01,134.6499939,134.6499939,128.25,128.25
1984-03-01,128.67999268,129.97000122,126.18000031,128.22000122
1984-04-02,128.36000061,132.63999939,128.36000061,132.63999939
1984-05-01,132.94999695,135.05999756,132.1000061,133.69000244
1984-06-01,132,136.8999939,131.5,136.25999451
1984-07-02,136.69999695,141.28999329,136.69999695,141.28999329
1984-08-01,141.71000671,141.71000671,139.00999451,140.33000183
1984-09-03,141.91999817,149.30000305,141.91999817,147.55000305
1984-10-01,147.05000305,150.08999634,145.49000549,146.38999939
1984-11-01,144.75999451,149.21000671,142.32000732,149.21000671
1984-12-03,149.50999451,151.47000122,147.47000122,151.47000122
1985-01-01,152.22999573,153.88999939,151.80000305,152.72000122
1985-02-01,153.47000122,164.72000122,153.47000122,160.41000366
1985-03-01,161.03999329,163.83000183,149.17999268,149.17999268
1985-04-01,150.6499939,153.16000366,144.83000183,149.69999695
1985-05-01,151.57000732,154.52000427,147.05999756,147.86000061
1985-06-03,146.94000244,149.41000366,145.91999817,146.11999512
1985-07-01,146.44000244,146.61000061,137.25999451,137.25999451
1985-08-01,138.41999817,139.8500061,135.55999756,138.19999695
1985-09-02,139.91000366,144.19000244,131.55000305,132.11999512
1985-10-01,131.1499939,132.38000488,129.38999939,129.38999939
1985-11-01,128.69000244,129.67,124.77,124.99
1985-12-02,124.51,127.68,123.45,123.46
1986-01-01,123.94,125.21,121.08,121.52
1986-02-03,121.78,123.26,114.21,115.08
1986-03-03,114.94,119.45,113.66,117.92
1986-04-01,117.79,121.16,110.76,111.77
1986-05-01,112.3,117.74,110.5,117.51
1986-06-02,117.92,118.03,111.61,111.61
1986-07-01,111.3,112.63,108.03,108.04
1986-08-01,107.7,108.35,106.31,106.43
1986-09-01,106.33,108.98,104.92,106.74
1986-10-01,106.84,109.77,104.99,109.27
1986-11-03,109.62,109.7,105.91,105.92
1986-12-01,105.46,107.94,103.55,103.61
1987-01-01,103.4,104.35,97.1,99.86
1987-02-02,99.27,101.21,97.87,99.26
1987-03-02,99.18,100.44,96.81,97.11
1987-04-01,97.76,98.44,95.25,95.94
1987-05-01,95.85,97.91,94.82,97.77
1987-06-01,98.32,99.06,96,98.13
1987-07-01,98.11,100.23,97.97,99.79
1987-08-03,99.76,101.74,96.95,97.41
1987-09-01,97.04,98.69,95.97,98.57
1987-10-01,98.61,98.81,93.26,93.65
1987-11-02,93.25,93.36,89.03,89.15
1987-12-01,89.99,90.79,85.33,85.42
1988-01-01,85.89,90.84,85.87,90.34
1988-02-01,90.75,92.04,90.3,90.53
1988-03-01,90.54,90.96,88.16,88.3
1988-04-01,88.37,90.12,87.87,89.16
1988-05-02,89.32,91.12,88.94,91.09
1988-06-01,90.89,96.09,90.49,95.41
1988-07-01,95.89,98.6,95.07,97.53
1988-08-01,97.43,99.61,96.86,98.41
