対外及び対内証券売買契約等の状況　(週次・指定報告機関ベース）,,,,,,,,,,,,,,,,,,,最終更新日  令和8年3月12日,,,
International Transactions in Securities (Weekly; based on reports from designated major investors),,,,,,,,,,,,,,,,,,,"Final Update  March  12 , 2026",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,単位： 億円,,,
,,,,,,,,,,,,,,,,,,,Unit: 100 million Yen,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,１．対外証券投資　【居住者による取得・処分】,,,,,,,,,,,2．対内証券投資　【非居住者による取得・処分】,,,,,,,,,,
,1. Portfolio Investment Assets,,,,,,,,,,,2. Portfolio Investment Liabilities,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"期間
Period",   株式 ・投資ファンド持分,,,   中 長 期 債 ,,,  小  計,   短 期 債,,,  合  計,   株式 ・投資ファンド持分,,,   中 長 期 債 ,,,  小  計,   短 期 債,,,  合  計
,Equity and investment fund shares,,, Long-term debt securities,,,Subtotal,Short-term debt securities,,,Total,Equity and investment fund shares,,, Long-term debt securities,,,Subtotal,Short-term debt securities,,,Total
,取得,処分,ネット,取得,処分,ネット,ネット,取得,処分,ネット,ネット,取得,処分,ネット,取得,処分,ネット,ネット,取得,処分,ネット,ネット
,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Net,Acquisition,Disposition,Net,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Net,Acquisition,Disposition,Net,Net
2009．8．23～ 8．29,"4,404 ","3,846 ",558 ,"19,398 ","20,148 ",-750 ,-192 ,"1,437 ","1,582 ",-145 ,-337 ,"27,812 ","26,945 ",867 ,"9,349 ","9,273 ",76 ,943 ,"26,860 ","15,182 ","11,679 ","12,621 "
2009．8．30～ 9．5,"3,548 ","3,123 ",425 ,"20,133 ","22,896 ","-2,762 ","-2,337 ","2,357 ","2,022 ",336 ,"-2,001 ","30,239 ","28,911 ","1,327 ","13,151 ","11,323 ","1,828 ","3,155 ","23,915 ","24,177 ",-263 ,"2,892 "
2009．9．6～ 9．12,"3,470 ","2,999 ",471 ,"35,862 ","19,253 ","16,609 ","17,081 ","2,742 ",880 ,"1,861 ","18,942 ","28,282 ","29,616 ","-1,334 ","11,372 ","20,322 ","-8,950 ","-10,284 ","18,940 ","23,342 ","-4,402 ","-14,687 "
2009．9．13～ 9．19,"5,187 ","4,230 ",957 ,"21,642 ","22,808 ","-1,166 ",-209 ,"2,399 ","1,971 ",428 ,219 ,"30,714 ","30,469 ",245 ,"10,091 ","14,163 ","-4,071 ","-3,826 ","23,504 ","45,407 ","-21,903 ","-25,729 "
2009．9．20～ 9．26,"3,167 ","3,369 ",-202 ,"10,108 ","16,916 ","-6,808 ","-7,010 ",801 ,"1,649 ",-848 ,"-7,857 ","16,917 ","18,096 ","-1,179 ","5,632 ","11,915 ","-6,284 ","-7,463 ","11,598 ","8,669 ","2,930 ","-4,533 "
2009．9．27～ 10．3,"4,766 ","3,724 ","1,042 ","37,006 ","49,794 ","-12,788 ","-11,746 ","1,553 ","1,244 ",309 ,"-11,437 ","29,976 ","30,672 ",-696 ,"16,748 ","10,115 ","6,633 ","5,937 ","28,772 ","29,361 ",-589 ,"5,348 "
2009．10．4～ 10．10,"4,554 ","4,808 ",-254 ,"29,859 ","27,293 ","2,566 ","2,312 ","2,132 ","1,184 ",948 ,"3,261 ","34,794 ","30,870 ","3,924 ","10,902 ","13,910 ","-3,009 ",915 ,"34,286 ","35,420 ","-1,134 ",-218 
2009．10．11～ 10．17,"4,100 ","4,645 ",-545 ,"18,370 ","22,152 ","-3,782 ","-4,327 ",894 ,931 ,-37 ,"-4,363 ","23,942 ","22,848 ","1,094 ","7,660 ","9,635 ","-1,975 ",-881 ,"23,505 ","17,609 ","5,896 ","5,014 "
2009．10．18～ 10．24,"4,589 ","5,099 ",-511 ,"19,009 ","15,972 ","3,037 ","2,526 ","1,927 ",867 ,"1,060 ","3,586 ","26,383 ","26,031 ",353 ,"10,683 ","11,851 ","-1,168 ",-815 ,"27,300 ","22,393 ","4,907 ","4,093 "
2009．10．25～ 10．31,"4,460 ","4,540 ",-80 ,"21,254 ","22,638 ","-1,385 ","-1,465 ",802 ,913 ,-111 ,"-1,576 ","31,016 ","30,551 ",465 ,"10,652 ","14,120 ","-3,468 ","-3,003 ","25,795 ","25,240 ",555 ,"-2,448 "
2009．11．1～ 11．7,"2,876 ","3,346 ",-469 ,"21,642 ","18,196 ","3,447 ","2,977 ",692 ,336 ,356 ,"3,333 ","22,519 ","22,593 ",-74 ,"7,209 ","9,365 ","-2,156 ","-2,230 ","20,421 ","22,479 ","-2,059 ","-4,289 "
2009．11．8～ 11．14,"3,848 ","4,315 ",-467 ,"31,337 ","23,758 ","7,579 ","7,112 ","1,729 ",644 ,"1,085 ","8,197 ","26,818 ","26,606 ",212 ,"12,103 ","11,786 ",318 ,530 ,"24,139 ","28,655 ","-4,516 ","-3,986 "
2009．11．15～ 11．21,"3,997 ","4,231 ",-234 ,"26,518 ","28,431 ","-1,913 ","-2,146 ","1,766 ","1,041 ",725 ,"-1,421 ","29,435 ","31,828 ","-2,393 ","11,349 ","12,291 ",-943 ,"-3,336 ","37,155 ","27,813 ","9,342 ","6,006 "
2009．11．22～ 11．28,"3,239 ","3,214 ",25 ,"30,864 ","26,735 ","4,129 ","4,153 ",747 ,"1,090 ",-343 ,"3,810 ","23,171 ","22,555 ",616 ,"8,836 ","8,376 ",460 ,"1,076 ","23,669 ","27,858 ","-4,189 ","-3,114 "
2009．11．29～ 12．5,"5,623 ","4,726 ",897 ,"44,603 ","35,785 ","8,818 ","9,715 ",660 ,822 ,-162 ,"9,553 ","39,893 ","33,531 ","6,362 ","13,637 ","15,298 ","-1,661 ","4,701 ","36,075 ","23,308 ","12,767 ","17,468 "
2009．12．6～ 12．12,"5,265 ","4,892 ",373 ,"21,059 ","24,324 ","-3,265 ","-2,892 ","2,020 ","1,704 ",316 ,"-2,576 ","33,842 ","33,772 ",71 ,"14,308 ","16,187 ","-1,879 ","-1,809 ","22,718 ","35,379 ","-12,661 ","-14,470 "
2009．12．13～ 12．19,"4,342 ","4,561 ",-219 ,"22,849 ","27,216 ","-4,366 ","-4,585 ",947 ,"1,127 ",-180 ,"-4,766 ","29,090 ","28,320 ",770 ,"15,531 ","13,730 ","1,802 ","2,572 ","36,629 ","22,750 ","13,879 ","16,451 "
2009．12．20～ 12．26,"2,045 ","2,072 ",-27 ,"6,858 ","11,197 ","-4,340 ","-4,367 ",494 ,983 ,-489 ,"-4,856 ","18,756 ","15,106 ","3,650 ","5,777 ","14,725 ","-8,948 ","-5,298 ","16,649 ","28,505 ","-11,856 ","-17,154 "
2009．12．27～ 2010．1．2,"1,349 ","1,265 ",84 ,"10,410 ","11,174 ",-764 ,-680 ,140 ,482 ,-342 ,"-1,022 ","11,321 ","10,112 ","1,209 ","2,915 ","2,814 ",101 ,"1,310 ","3,479 ","25,590 ","-22,111 ","-20,801 "
2010．1．3～ 1．9,"4,289 ","5,000 ",-711 ,"17,105 ","24,268 ","-7,163 ","-7,874 ",350 ,856 ,-507 ,"-8,381 ","34,763 ","27,426 ","7,337 ","14,726 ","20,123 ","-5,398 ","1,939 ","29,903 ","15,306 ","14,597 ","16,536 "
2010．1．10～ 1．16,"4,421 ","5,644 ","-1,223 ","17,539 ","17,688 ",-149 ,"-1,372 ","1,209 ","1,312 ",-103 ,"-1,475 ","33,556 ","27,434 ","6,121 ","8,039 ","9,561 ","-1,521 ","4,600 ","31,972 ","29,013 ","2,959 ","7,560 "
2010．1．17～ 1．23,"3,256 ","3,516 ",-260 ,"22,133 ","15,510 ","6,623 ","6,364 ","1,413 ","1,623 ",-210 ,"6,153 ","36,756 ","34,447 ","2,309 ","11,591 ","10,497 ","1,094 ","3,403 ","25,538 ","25,381 ",157 ,"3,560 "
2010．1．24～ 1．30,"5,164 ","3,906 ","1,258 ","32,799 ","23,842 ","8,957 ","10,215 ","1,034 ","1,595 ",-561 ,"9,654 ","36,411 ","36,745 ",-334 ,"7,337 ","9,723 ","-2,385 ","-2,719 ","21,557 ","23,744 ","-2,188 ","-4,907 "
2010．1．31～ 2．6,"4,950 ","2,937 ","2,013 ","27,705 ","27,889 ",-184 ,"1,829 ",945 ,845 ,100 ,"1,928 ","37,785 ","37,186 ",599 ,"10,124 ","10,957 ",-833 ,-234 ,"23,666 ","25,338 ","-1,673 ","-1,907 "
2010．2．7～ 2．13,"4,007 ","2,852 ","1,155 ","27,645 ","23,104 ","4,541 ","5,696 ",620 ,525 ,96 ,"5,792 ","26,494 ","25,433 ","1,061 ","6,532 ","6,214 ",318 ,"1,379 ","22,252 ","25,193 ","-2,941 ","-1,562 "
2010．2．14～ 2．20,"2,995 ","3,283 ",-288 ,"16,809 ","13,070 ","3,740 ","3,452 ","1,395 ",743 ,652 ,"4,104 ","24,692 ","24,320 ",372 ,"12,690 ","9,585 ","3,105 ","3,476 ","20,303 ","14,872 ","5,431 ","8,908 "
2010．2．21～ 2．27,"4,303 ","3,926 ",377 ,"26,063 ","26,098 ",-35 ,342 ,353 ,935 ,-581 ,-240 ,"29,935 ","29,358 ",577 ,"15,821 ","12,055 ","3,766 ","4,343 ","29,362 ","26,855 ","2,508 ","6,850 "
2010．2．28～ 3．6,"4,437 ","3,242 ","1,195 ","30,430 ","23,649 ","6,781 ","7,976 ",511 ,819 ,-308 ,"7,669 ","28,363 ","25,744 ","2,619 ","13,299 ","8,674 ","4,624 ","7,243 ","30,268 ","32,371 ","-2,104 ","5,139 "
2010．3．7～ 3．13,"3,673 ","4,333 ",-661 ,"18,583 ","18,601 ",-19 ,-679 ,"3,397 ","1,955 ","1,443 ",764 ,"30,203 ","32,883 ","-2,680 ","12,700 ","14,051 ","-1,351 ","-4,032 ","24,433 ","30,431 ","-5,998 ","-10,030 "
2010．3．14～ 3．20,"3,770 ","4,117 ",-347 ,"22,393 ","23,163 ",-769 ,"-1,117 ","1,157 ",676 ,480 ,-636 ,"27,584 ","26,318 ","1,267 ","16,530 ","21,804 ","-5,274 ","-4,007 ","31,655 ","22,278 ","9,377 ","5,370 "
2010．3．21～ 3．27,"4,027 ","4,137 ",-111 ,"29,590 ","30,585 ",-995 ,"-1,106 ",488 ,"1,435 ",-947 ,"-2,053 ","28,368 ","31,118 ","-2,750 ","13,564 ","19,667 ","-6,102 ","-8,852 ","22,419 ","42,917 ","-20,498 ","-29,350 "
2010．3．28～ 4．3,"5,183 ","4,681 ",502 ,"37,334 ","33,310 ","4,025 ","4,527 ",710 ,"1,282 ",-572 ,"3,954 ","37,952 ","32,564 ","5,388 ","12,155 ","15,358 ","-3,202 ","2,186 ","9,769 ","18,986 ","-9,216 ","-7,031 "
2010．4．4～ 4．10,"4,018 ","5,457 ","-1,439 ","35,618 ","29,901 ","5,717 ","4,277 ",825 ,803 ,22 ,"4,299 ","38,585 ","34,248 ","4,338 ","16,669 ","14,127 ","2,542 ","6,879 ","24,238 ","18,729 ","5,508 ","12,387 "
2010．4．11～ 4．17,"4,432 ","5,252 ",-820 ,"25,806 ","21,419 ","4,388 ","3,568 ","1,245 ",834 ,411 ,"3,979 ","37,459 ","36,048 ","1,411 ","14,626 ","12,613 ","2,012 ","3,424 ","23,166 ","23,935 ",-769 ,"2,654 "
2010．4．18～ 4．24,"5,613 ","4,969 ",644 ,"28,352 ","29,356 ","-1,004 ",-360 ,"1,512 ",649 ,862 ,503 ,"36,034 ","36,378 ",-343 ,"15,614 ","12,874 ","2,740 ","2,397 ","47,469 ","36,824 ","10,645 ","13,042 "
2010．4．25～ 5．1,"4,452 ","4,406 ",47 ,"33,296 ","33,538 ",-242 ,-195 ,631 ,"1,220 ",-590 ,-785 ,"32,846 ","32,646 ",200 ,"13,210 ","7,650 ","5,559 ","5,759 ","12,060 ","25,842 ","-13,783 ","-8,023 "
2010．5．2～ 5．8,"3,306 ","3,302 ",4 ,"21,138 ","36,803 ","-15,665 ","-15,661 ","1,305 ","1,010 ",295 ,"-15,366 ","22,079 ","24,460 ","-2,380 ","2,509 ","5,026 ","-2,517 ","-4,897 ","26,135 ","7,143 ","18,992 ","14,095 "
2010．5．9～ 5．15,"5,226 ","3,743 ","1,483 ","42,817 ","36,860 ","5,957 ","7,441 ","1,417 ","1,252 ",165 ,"7,606 ","46,807 ","48,529 ","-1,722 ","20,195 ","20,184 ",11 ,"-1,711 ","44,283 ","28,710 ","15,573 ","13,862 "
2010．5．16～ 5．22,"6,242 ","3,530 ","2,712 ","50,950 ","40,497 ","10,454 ","13,165 ","1,679 ",751 ,927 ,"14,093 ","43,827 ","48,174 ","-4,347 ","19,588 ","19,129 ",459 ,"-3,888 ","27,953 ","21,739 ","6,215 ","2,326 "
2010．5．23～ 5．29,"7,618 ","4,858 ","2,759 ","38,697 ","26,948 ","11,749 ","14,509 ",821 ,"1,513 ",-692 ,"13,817 ","48,055 ","48,872 ",-817 ,"16,493 ","15,531 ",962 ,146 ,"30,880 ","22,618 ","8,262 ","8,408 "
2010．5．30～ 6．5,"4,240 ","1,982 ","2,258 ","32,929 ","19,990 ","12,939 ","15,197 ",522 ,995 ,-473 ,"14,724 ","36,994 ","37,746 ",-752 ,"15,777 ","14,181 ","1,596 ",844 ,"16,238 ","17,887 ","-1,649 ",-805 
2010．6．6～ 6．12,"3,855 ","2,762 ","1,093 ","37,542 ","29,423 ","8,119 ","9,212 ","2,110 ","3,178 ","-1,069 ","8,143 ","36,008 ","45,168 ","-9,160 ","12,853 ","12,976 ",-122 ,"-9,282 ","15,793 ","22,279 ","-6,486 ","-15,768 "
2010．6．13～ 6．19,"3,923 ","3,350 ",573 ,"26,849 ","25,353 ","1,496 ","2,069 ","1,458 ","1,005 ",453 ,"2,521 ","30,462 ","30,451 ",10 ,"14,236 ","15,716 ","-1,480 ","-1,469 ","24,463 ","17,734 ","6,729 ","5,259 "
2010．6．20～ 6．26,"3,674 ","4,200 ",-526 ,"31,551 ","22,931 ","8,620 ","8,094 ","1,078 ",779 ,299 ,"8,393 ","31,540 ","33,378 ","-1,838 ","12,737 ","16,500 ","-3,762 ","-5,600 ","20,926 ","28,815 ","-7,889 ","-13,489 "
2010．6．27～ 7．3,"4,083 ","2,650 ","1,432 ","42,808 ","32,136 ","10,672 ","12,104 ",679 ,845 ,-166 ,"11,939 ","32,401 ","33,316 ",-916 ,"15,656 ","15,762 ",-106 ,"-1,022 ","22,331 ","19,252 ","3,079 ","2,057 "
2010．7．4～ 7．10,"3,983 ","2,589 ","1,395 ","28,977 ","21,935 ","7,041 ","8,436 ",944 ,973 ,-29 ,"8,407 ","31,764 ","30,129 ","1,635 ","14,283 ","12,196 ","2,087 ","3,722 ","30,186 ","25,266 ","4,920 ","8,643 "
2010．7．11～ 7．17,"3,631 ","3,139 ",492 ,"31,524 ","18,764 ","12,760 ","13,252 ","1,422 ",951 ,471 ,"13,724 ","30,606 ","30,905 ",-298 ,"15,425 ","13,112 ","2,313 ","2,015 ","30,715 ","21,483 ","9,232 ","11,247 "
2010．7．18～ 7．24,"3,054 ","2,811 ",243 ,"25,949 ","15,511 ","10,438 ","10,681 ","1,541 ","1,344 ",197 ,"10,878 ","27,204 ","27,488 ",-284 ,"7,656 ","6,590 ","1,066 ",782 ,"21,146 ","23,904 ","-2,758 ","-1,976 "
2010．7．25～ 7．31,"3,630 ","3,834 ",-204 ,"32,048 ","19,313 ","12,735 ","12,531 ","1,912 ","1,396 ",516 ,"13,047 ","32,998 ","31,557 ","1,441 ","13,606 ","10,732 ","2,874 ","4,314 ","26,557 ","28,880 ","-2,323 ","1,991 "
2010．8．1～ 8．7,"3,426 ","3,754 ",-329 ,"41,330 ","30,921 ","10,409 ","10,080 ",996 ,997 ,-1 ,"10,079 ","33,100 ","31,599 ","1,501 ","15,127 ","13,241 ","1,887 ","3,388 ","29,499 ","23,168 ","6,330 ","9,718 "
2010．8．8～ 8．14,"3,281 ","3,201 ",80 ,"52,717 ","30,930 ","21,787 ","21,867 ","1,363 ",785 ,578 ,"22,445 ","29,114 ","29,517 ",-403 ,"14,265 ","12,082 ","2,183 ","1,780 ","24,764 ","25,616 ",-852 ,928 
2010．8．15～ 8．21,"3,958 ","3,638 ",320 ,"39,508 ","29,100 ","10,408 ","10,729 ","1,385 ",717 ,668 ,"11,396 ","28,082 ","28,495 ",-413 ,"11,695 ","12,990 ","-1,295 ","-1,708 ","25,547 ","29,036 ","-3,489 ","-5,197 "
2010．8．22～ 8．28,"5,049 ","3,639 ","1,410 ","39,488 ","38,694 ",793 ,"2,203 ","1,031 ",973 ,58 ,"2,261 ","28,627 ","30,127 ","-1,500 ","13,285 ","12,511 ",774 ,-725 ,"26,094 ","21,956 ","4,138 ","3,412 "
2010．8．29～ 9．4,"4,996 ","2,845 ","2,152 ","35,247 ","27,939 ","7,308 ","9,460 ","1,426 ",910 ,516 ,"9,977 ","31,464 ","31,068 ",396 ,"13,251 ","12,234 ","1,017 ","1,413 ","25,337 ","20,402 ","4,935 ","6,347 "
2010．9．5～ 9．11,"3,301 ","3,212 ",89 ,"31,318 ","28,998 ","2,320 ","2,409 ","1,258 ","1,774 ",-516 ,"1,893 ","30,002 ","32,530 ","-2,527 ","17,231 ","16,249 ",982 ,"-1,546 ","24,840 ","17,349 ","7,491 ","5,945 "
2010．9．12～ 9．18,"2,725 ","3,421 ",-697 ,"36,820 ","28,782 ","8,038 ","7,341 ","1,037 ","1,718 ",-682 ,"6,659 ","36,988 ","36,582 ",405 ,"16,518 ","18,031 ","-1,514 ","-1,108 ","25,437 ","18,020 ","7,417 ","6,309 "
2010．9．19～ 9．25,"2,412 ","3,143 ",-732 ,"29,636 ","18,578 ","11,058 ","10,326 ","1,131 ","1,603 ",-473 ,"9,853 ","23,058 ","23,822 ",-764 ,"8,564 ","12,200 ","-3,637 ","-4,401 ","32,877 ","29,639 ","3,239 ","-1,162 "
2010．9．26～ 10．2,"3,531 ","4,721 ","-1,190 ","42,309 ","35,514 ","6,795 ","5,605 ","1,398 ","1,429 ",-31 ,"5,574 ","40,944 ","40,895 ",48 ,"23,681 ","12,693 ","10,988 ","11,036 ","25,828 ","26,988 ","-1,160 ","9,876 "
2010．10．3～ 10．9,"3,257 ","4,314 ","-1,057 ","35,147 ","34,390 ",757 ,-301 ,780 ,"1,030 ",-251 ,-551 ,"46,118 ","45,748 ",370 ,"13,647 ","19,834 ","-6,187 ","-5,817 ","27,652 ","27,202 ",450 ,"-5,367 "
2010．10．10～ 10．16,"3,609 ","3,649 ",-39 ,"29,491 ","20,296 ","9,195 ","9,156 ","1,212 ","1,344 ",-132 ,"9,024 ","35,030 ","33,695 ","1,335 ","8,169 ","10,050 ","-1,881 ",-546 ,"25,996 ","25,419 ",577 ,30 
2010．10．17～ 10．23,"3,567 ","4,121 ",-554 ,"27,655 ","20,831 ","6,824 ","6,270 ","2,007 ","1,657 ",351 ,"6,621 ","33,501 ","32,359 ","1,142 ","18,083 ","10,886 ","7,197 ","8,339 ","34,492 ","31,869 ","2,623 ","10,963 "
2010．10．24～ 10．30,"4,340 ","4,052 ",288 ,"32,271 ","26,609 ","5,663 ","5,951 ","1,542 ","1,373 ",169 ,"6,120 ","36,643 ","37,153 ",-510 ,"12,673 ","8,932 ","3,741 ","3,231 ","27,246 ","22,282 ","4,964 ","8,195 "
2010．10．31～ 11．6,"3,400 ","3,189 ",211 ,"23,652 ","19,594 ","4,058 ","4,270 ",616 ,531 ,85 ,"4,355 ","33,201 ","31,301 ","1,900 ","6,085 ","9,140 ","-3,055 ","-1,155 ","31,914 ","28,220 ","3,694 ","2,539 "
2010．11．7～ 11．13,"3,901 ","3,876 ",25 ,"30,491 ","23,221 ","7,270 ","7,294 ",571 ,353 ,218 ,"7,513 ","37,003 ","35,983 ","1,020 ","14,771 ","14,142 ",628 ,"1,648 ","30,903 ","32,542 ","-1,639 ",9 
2010．11．14～ 11．20,"3,589 ","3,649 ",-60 ,"24,756 ","37,173 ","-12,417 ","-12,477 ","1,746 ","1,247 ",499 ,"-11,979 ","37,290 ","35,569 ","1,721 ","14,289 ","16,466 ","-2,177 ",-456 ,"29,128 ","27,402 ","1,726 ","1,270 "
2010．11．21～ 11．27,"2,996 ","2,845 ",151 ,"14,277 ","20,313 ","-6,035 ","-5,884 ","1,007 ","1,133 ",-126 ,"-6,010 ","26,493 ","25,934 ",558 ,"14,283 ","14,231 ",52 ,611 ,"28,394 ","29,307 ",-913 ,-303 
2010．11．28～ 12．4,"4,669 ","4,421 ",248 ,"27,944 ","35,516 ","-7,572 ","-7,324 ","1,329 ","1,378 ",-49 ,"-7,373 ","38,826 ","36,738 ","2,088 ","18,903 ","16,687 ","2,216 ","4,305 ","34,605 ","27,874 ","6,731 ","11,036 "
2010．12．5～ 12．11,"3,335 ","3,351 ",-16 ,"28,811 ","31,853 ","-3,042 ","-3,058 ",971 ,913 ,57 ,"-3,001 ","42,847 ","41,883 ",964 ,"16,181 ","20,354 ","-4,173 ","-3,209 ","33,582 ","33,404 ",178 ,"-3,031 "
2010．12．12～ 12．18,"3,201 ","3,535 ",-333 ,"29,963 ","31,847 ","-1,884 ","-2,217 ","1,557 ",836 ,721 ,"-1,497 ","39,245 ","37,001 ","2,244 ","16,589 ","16,874 ",-285 ,"1,959 ","20,915 ","16,603 ","4,312 ","6,271 "
2010．12．19～ 12．25,"2,454 ","2,610 ",-156 ,"12,685 ","12,384 ",301 ,145 ,"1,360 ","1,426 ",-66 ,79 ,"23,176 ","22,660 ",517 ,"7,803 ","10,366 ","-2,562 ","-2,046 ","14,739 ","23,112 ","-8,373 ","-10,418 "
2010．12．26～ 2011．1．1,989 ,861 ,127 ,"12,557 ","6,677 ","5,880 ","6,007 ",191 ,428 ,-238 ,"5,769 ","16,815 ","16,580 ",235 ,"3,765 ","5,616 ","-1,851 ","-1,616 ","3,362 ","22,631 ","-19,268 ","-20,884 "
2011．1．2～ 1．8,"3,073 ","3,380 ",-307 ,"24,845 ","19,270 ","5,575 ","5,269 ","1,061 ",821 ,240 ,"5,508 ","31,069 ","28,408 ","2,661 ","10,509 ","13,808 ","-3,299 ",-638 ,"32,459 ","11,337 ","21,122 ","20,484 "
2011．1．9～ 1．15,"2,881 ","3,128 ",-247 ,"24,458 ","16,866 ","7,593 ","7,346 ",470 ,"1,115 ",-645 ,"6,701 ","35,371 ","32,118 ","3,252 ","8,905 ","8,715 ",190 ,"3,442 ","36,575 ","27,596 ","8,980 ","12,422 "
2011．1．16～ 1．22,"3,378 ","3,644 ",-266 ,"19,391 ","17,859 ","1,532 ","1,266 ","1,478 ",684 ,794 ,"2,060 ","39,930 ","39,760 ",170 ,"14,997 ","14,734 ",264 ,434 ,"45,624 ","21,759 ","23,865 ","24,299 "
2011．1．23～ 1．29,"3,553 ","4,066 ",-513 ,"20,226 ","20,339 ",-113 ,-626 ,237 ,"1,129 ",-892 ,"-1,519 ","41,746 ","41,188 ",558 ,"21,915 ","15,829 ","6,086 ","6,645 ","41,298 ","27,339 ","13,959 ","20,604 "
2011．1．30～ 2．5,"2,889 ","2,970 ",-80 ,"25,021 ","21,142 ","3,879 ","3,799 ","1,148 ","1,156 ",-8 ,"3,790 ","44,431 ","42,450 ","1,981 ","15,857 ","13,740 ","2,117 ","4,098 ","21,553 ","28,623 ","-7,070 ","-2,972 "
2011．2．6～ 2．12,"3,050 ","3,138 ",-87 ,"16,967 ","18,102 ","-1,135 ","-1,222 ",793 ,589 ,203 ,"-1,019 ","35,055 ","33,099 ","1,957 ","12,174 ","14,728 ","-2,554 ",-597 ,"31,408 ","34,009 ","-2,601 ","-3,198 "
2011．2．13～ 2．19,"3,078 ","4,589 ","-1,511 ","16,740 ","16,456 ",284 ,"-1,228 ","1,619 ","1,109 ",511 ,-717 ,"52,026 ","45,786 ","6,239 ","15,906 ","17,859 ","-1,953 ","4,286 ","38,852 ","24,234 ","14,618 ","18,904 "
2011．2．20～ 2．26,"4,350 ","4,686 ",-336 ,"24,670 ","21,243 ","3,427 ","3,091 ","1,264 ","1,261 ",3 ,"3,093 ","49,462 ","50,647 ","-1,185 ","21,878 ","13,257 ","8,621 ","7,436 ","28,774 ","29,074 ",-300 ,"7,136 "
2011．2．27～ 3．5,"4,259 ","4,195 ",64 ,"24,459 ","26,819 ","-2,360 ","-2,295 ","1,176 ","1,466 ",-290 ,"-2,585 ","49,298 ","47,664 ","1,634 ","22,541 ","17,731 ","4,810 ","6,443 ","17,066 ","22,454 ","-5,389 ","1,054 "
2011．3．6～ 3．12,"4,129 ","4,129 ",0 ,"24,866 ","17,173 ","7,693 ","7,692 ","3,076 ","3,047 ",29 ,"7,721 ","47,254 ","47,079 ",175 ,"14,755 ","14,990 ",-234 ,-59 ,"32,440 ","35,407 ","-2,966 ","-3,025 "
2011．3．13～ 3．19,"3,828 ","4,845 ","-1,017 ","30,289 ","26,563 ","3,726 ","2,710 ","1,822 ","1,781 ",41 ,"2,750 ","94,894 ","85,962 ","8,932 ","18,804 ","16,903 ","1,901 ","10,832 ","18,931 ","27,886 ","-8,955 ","1,878 "
2011．3．20～ 3．26,"3,885 ","4,224 ",-338 ,"23,972 ","14,252 ","9,720 ","9,381 ",995 ,"1,166 ",-171 ,"9,210 ","55,319 ","55,451 ",-132 ,"17,885 ","18,845 ",-960 ,"-1,091 ","23,936 ","35,062 ","-11,125 ","-12,217 "
2011．3．27～ 4．2,"4,170 ","4,408 ",-238 ,"33,794 ","45,572 ","-11,778 ","-12,016 ",926 ,"1,265 ",-339 ,"-12,355 ","57,816 ","56,369 ","1,447 ","17,162 ","16,068 ","1,094 ","2,541 ","21,037 ","16,437 ","4,600 ","7,141 "
2011．4．3～ 4．9,"3,275 ","4,885 ","-1,610 ","22,708 ","20,944 ","1,765 ",155 ,827 ,814 ,14 ,169 ,"52,141 ","48,264 ","3,876 ","18,680 ","23,129 ","-4,449 ",-573 ,"35,932 ","21,166 ","14,767 ","14,194 "
2011．4．10～ 4．16,"4,794 ","8,568 ","-3,774 ","20,005 ","17,739 ","2,266 ","-1,508 ","1,327 ",942 ,385 ,"-1,123 ","42,606 ","41,711 ",895 ,"21,397 ","23,116 ","-1,719 ",-824 ,"50,418 ","34,969 ","15,449 ","14,624 "
2011．4．17～ 4．23,"3,444 ","3,500 ",-56 ,"20,237 ","21,952 ","-1,715 ","-1,770 ","1,098 ",952 ,146 ,"-1,624 ","35,673 ","35,326 ",347 ,"28,658 ","19,013 ","9,645 ","9,992 ","28,002 ","33,658 ","-5,656 ","4,336 "
2011．4．24～ 4．30,"2,803 ","2,162 ",641 ,"23,654 ","18,241 ","5,413 ","6,053 ",888 ,590 ,299 ,"6,352 ","30,843 ","29,745 ","1,098 ","25,364 ","11,547 ","13,817 ","14,915 ","20,341 ","48,191 ","-27,849 ","-12,935 "
2011．5．1～ 5．7,"2,295 ","2,509 ",-215 ,"21,490 ","28,489 ","-6,998 ","-7,213 ",617 ,348 ,270 ,"-6,943 ","18,354 ","17,888 ",466 ,"8,297 ","6,520 ","1,777 ","2,243 ","4,016 ","1,594 ","2,422 ","4,665 "
2011．5．8～ 5．14,"3,865 ","3,060 ",805 ,"35,749 ","37,424 ","-1,675 ",-870 ,315 ,777 ,-463 ,"-1,333 ","44,778 ","44,467 ",311 ,"26,279 ","13,623 ","12,656 ","12,966 ","46,160 ","36,261 ","9,898 ","22,865 "
2011．5．15～ 5．21,"4,257 ","4,289 ",-32 ,"22,374 ","17,338 ","5,035 ","5,003 ","1,502 ","1,356 ",146 ,"5,150 ","38,886 ","38,795 ",91 ,"25,797 ","16,729 ","9,068 ","9,159 ","39,428 ","32,527 ","6,900 ","16,059 "
